Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mexico,MEX,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,729798,736227,769570,792550,816603,840915,868472,885728,909705,937872,971516,1007033,1058738,1103382,1138891,1159841,1198378,1148212,1128319,1107558,1091918,1050295,1087365,1091348,1098045,1105848,1118506,1121723,1131307,1141186,1150893,1170639,1165836,1172724,1179257,1185486,1191434,1202145,1208418,1211049,1208962,1205133,1194890,1183305,1172149,1163442,1145868,1145424,1139875,1136342,1134456,1132796,1137679,1140482,1141955,..
Mexico,MEX,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,748984,759066,789838,812990,837307,862225,890187,909973,935702,965666,1001028,1038334,1092127,1138410,1175232,1197116,1236614,1185911,1165847,1144743,1128731,1085733,1125500,1130097,1137661,1146671,1160166,1165873,1177211,1188364,1198602,1217989,1212285,1217811,1222853,1227702,1232218,1239992,1244654,1246489,1244592,1244139,1233213,1224149,1215717,1209597,1195846,1196208,1192562,1190320,1188949,1188620,1190738,1192015,1192054,..
Mexico,MEX,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,715991,725525,734126,770517,788440,808170,833825,859970,874149,901683,933059,966082,999947,1047930,1082280,1108838,1150538,1184452,1134691,1132596,1127017,1093489,1059475,1103358,1095741,1092658,1100533,1110771,1107690,1118407,1129467,1146978,1164668,1159516,1169213,1178002,1185073,1191488,1203778,1207295,1207028,1205723,1201580,1192086,1184037,1176932,1161542,1147395,1149144,1142539,1137537,1134170,1131777,1134347,1134317,..
Mexico,MEX,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,731557,743977,755643,788740,807964,828911,854991,881746,898885,927704,960449,995133,1030703,1080640,1116516,1144364,1187245,1222379,1172426,1170529,1164793,1130115,1094974,1141825,1134436,1132061,1140512,1151860,1151581,1163615,1175338,1192936,1210057,1203686,1212157,1219668,1225645,1230421,1238787,1241108,1240638,1241820,1240438,1229897,1224362,1219747,1207576,1196711,1198878,1193994,1190137,1188357,1187022,1186983,1186299,..
Mexico,MEX,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,696890,710139,720380,731551,761744,778633,802521,827101,851852,868670,897798,928505,960044,992477,1031408,1061854,1104384,1143976,1171688,1142917,1146043,1122513,1092780,1067552,1095682,1085723,1089112,1095620,1103534,1101574,1112530,1127261,1143788,1158904,1158313,1168741,1176765,1184129,1190803,1201071,1202480,1203383,1201742,1198005,1191589,1186288,1173633,1160820,1149698,1149149,1142148,1137402,1133384,1130412,1130107,..
Mexico,MEX,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,710183,725436,738285,751839,780108,798525,822878,848010,873586,892903,923141,955344,988496,1022618,1063428,1095401,1139254,1180316,1209312,1180805,1183985,1159594,1128787,1102885,1133350,1123723,1127427,1134816,1144060,1144663,1156362,1171623,1188006,1202421,1200534,1209947,1217283,1223326,1228128,1234422,1235413,1237955,1238416,1236752,1229869,1226810,1216699,1206776,1198355,1198355,1192894,1189881,1187276,1185081,1183160,..
Mexico,MEX,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,673360,690666,703433,714772,729188,751813,774103,797223,820750,843799,865418,893984,923369,953637,985312,1018583,1060031,1102551,1138546,1158106,1150799,1138537,1115654,1090943,1075947,1083676,1083049,1085963,1091196,1096623,1099544,1111122,1125767,1140802,1152856,1158048,1166854,1174999,1182449,1189275,1195666,1198447,1198999,1197743,1195252,1191833,1182308,1171524,1160884,1152167,1147870,1142092,1136767,1132253,1128957,..
Mexico,MEX,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,685531,703898,718647,732223,748193,770643,793444,817085,841297,865428,888787,918663,949529,981426,1014863,1049955,1092804,1136959,1174528,1195191,1188196,1175404,1151596,1126102,1111118,1120261,1119693,1123250,1129620,1136530,1141151,1153690,1168628,1183368,1194671,1198825,1207383,1214638,1220514,1225154,1228984,1232630,1234640,1235028,1233883,1230966,1223270,1214881,1206762,1200135,1196826,1192819,1189139,1185854,1183036,..
Mexico,MEX,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,646265,667697,683609,696276,709374,727220,748118,769913,792283,814460,835602,862205,889609,917878,947520,978718,1017597,1060721,1101819,1132335,1143092,1142735,1128637,1107653,1089450,1085151,1081142,1080767,1083299,1087098,1089965,1098198,1110413,1124474,1137538,1146266,1155686,1164441,1172502,1179933,1186928,1191256,1193677,1194595,1194563,1193887,1187747,1179530,1170209,1161110,1154287,1147831,1141533,1135785,1131030,..
Mexico,MEX,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,658275,679812,696965,711498,726317,744840,766289,788595,811553,834586,857076,884780,913502,943296,974672,1007758,1048055,1092906,1135775,1167733,1179311,1178782,1163980,1142224,1123770,1120282,1116091,1116116,1119566,1124690,1129188,1138778,1151727,1165922,1178620,1186596,1196188,1204562,1211503,1217026,1221417,1225937,1229220,1231340,1232453,1232389,1227357,1220970,1213854,1206883,1201532,1196798,1192255,1188052,1184325,..
Mexico,MEX,"Average number of hours spent on unpaid domestic work (housework and child care), female",SL.TIM.DWRK.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Average number of hours spent on unpaid domestic work (housework and child care), male",SL.TIM.DWRK.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.529,45.141,44.777,44.45,44.167,43.96,43.862,43.867,43.944,44.043,44.075,43.935,43.555,42.901,41.978,40.82,39.499,38.121,36.782,35.54,34.439,33.497,32.684,31.973,31.356,30.819,30.346,29.915,29.504,29.098,28.688,28.271,27.853,27.436,27.016,26.588,26.147,25.69,25.219,24.736,24.245,23.75,23.259,22.777,22.312,21.869,21.454,21.065,20.702,20.36,20.036,19.723,19.414,19.104,18.79,..
Mexico,MEX,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.4,..,..,83.8,..,..,..,..,..,..,85.7,..,..,..,..,..,95,..,..,93.4,93.7,..,95.3,94.08,..,96,..,..,..
Mexico,MEX,"Borrowed any money in the past year, female (% age 15+) [w2]",WP14924_8.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.0386,..
Mexico,MEX,"Borrowed any money in the past year, male (% age 15+) [w2]",WP14924_8.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.65641,..
Mexico,MEX,"Borrowed for education or school fees, female (% age 15+) [w2]",WP14921.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.18002,..
Mexico,MEX,"Borrowed for education or school fees, male (% age 15+) [w2]",WP14921.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6662,..
Mexico,MEX,"Borrowed for health or medical purposes, female (% age 15+) [w2]",WP14922.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.07237,..
Mexico,MEX,"Borrowed for health or medical purposes, male (% age 15+) [w2]",WP14922.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.41728,..
Mexico,MEX,"Borrowed from a financial institution, female (% age 15+) [ts]",WP_time_06.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.688293,..,..,9.253859,..
Mexico,MEX,"Borrowed from a financial institution, male (% age 15+) [ts]",WP_time_06.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.477094,..,..,11.64322,..
Mexico,MEX,"Borrowed from a private informal lender, female (% age 15+) [ts]",WP_time_09.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.017603,..,..,8.549178,..
Mexico,MEX,"Borrowed from a private informal lender, male (% age 15+) [ts]",WP_time_09.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.841915,..,..,11.41795,..
Mexico,MEX,"Borrowed from a store by buying on credit, female (% age 15+) [w1]",WP11652.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.723838,..,..,..,..
Mexico,MEX,"Borrowed from a store by buying on credit, female (% age 15+) [w2]",WP14918.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.93598,..
Mexico,MEX,"Borrowed from a store by buying on credit, male (% age 15+) [w1]",WP11652.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.49959,..,..,..,..
Mexico,MEX,"Borrowed from a store by buying on credit, male (% age 15+) [w2]",WP14918.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.72732,..
Mexico,MEX,"Borrowed from an employer, female (% age 15+) [w1]",WP11654.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.653602,..,..,..,..
Mexico,MEX,"Borrowed from an employer, male (% age 15+) [w1]",WP11654.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.093657,..,..,..,..
Mexico,MEX,"Borrowed from family or friends, female (% age 15+) [ts]",WP_time_08.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.48385,..,..,23.24824,..
Mexico,MEX,"Borrowed from family or friends, male (% age 15+) [ts]",WP_time_08.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.11314,..,..,29.00501,..
Mexico,MEX,"Borrowed to start, operate, or expand a farm or business, female (% age 15+) [w2]",WP14923.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.369095,..
Mexico,MEX,"Borrowed to start, operate, or expand a farm or business, male (% age 15+) [w2]",WP14923.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7812,..
Mexico,MEX,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.5493190260008,..,..,..,..,..,..,..,..,..,..,..,18.8837860979217,..,..,..
Mexico,MEX,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7081286796994,..,..,..,..,..,..,..,..,..,..,..,6.93731227594225,..,..,..
Mexico,MEX,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.10683916740571,..,..,..,..,..,..,..,..,..,..,..,8.17705006870657,..,..,..
Mexico,MEX,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.35823359471729,..,..,..,..,..,..,..,..,..,..,..,8.00288989956415,..,..,..
Mexico,MEX,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8357408171688,..,..,..,..,..,..,..,..,..,..,..,32.9181910173581,..,..,..
Mexico,MEX,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.9732296783008,..,..,..,..,..,..,..,..,..,..,..,70.0658850886542,..,..,..
Mexico,MEX,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.14273045020606,..,..,..,..,..,..,..,..,..,..,..,6.41196849174553,..,..,..
Mexico,MEX,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5555096987206,..,..,..,..,..,..,..,..,..,..,..,25.5175762743983,..,..,..
Mexico,MEX,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.6149401568304,..,..,..,..,..,..,..,..,..,..,..,48.1902389662956,..,..,..
Mexico,MEX,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.3153888690108,..,..,..,..,..,..,..,..,..,..,..,22.9968026354035,..,..,..
Mexico,MEX,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.7504303823882,..,..,..,..,..,..,..,..,..,..,..,85.4109814395479,..,..,..
Mexico,MEX,"Cause of death, by non-communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.NCOM.3559.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.0879075526207,..,..,..,..,..,..,..,..,..,..,..,66.4795338260375,..,..,..
Mexico,MEX,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,5.6,..,7.6,4.7,4.4,..,3.795669,..,..
Mexico,MEX,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2,..,..,10.9,..,16.5,11.3,9.1,..,7.350553,..,..
Mexico,MEX,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,..,..,..,..,948418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,296837,292380,90005,64375,76152,36241,79754,157377,252534,322467,347760,356807,309685,243397,182144,137703,141671,..,..
Mexico,MEX,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..,..,..,..,..,..,..,..,..,..,914679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,312557,322763,150854,132765,144482,98027,135911,214048,300406,371169,391256,392898,351796,294952,244256,203797,215078,..,..
Mexico,MEX,"Coming up with emergency funds: not at all possible, female (% age 15+) [w2]",WP14926.4.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.07619,..
Mexico,MEX,"Coming up with emergency funds: not at all possible, male (% age 15+) [w2]",WP14926.4.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.19805,..
Mexico,MEX,"Coming up with emergency funds: not very possible, female (% age 15+) [w2]",WP14926.3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.88233,..
Mexico,MEX,"Coming up with emergency funds: not very possible, male (% age 15+) [w2]",WP14926.3.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.74127,..
Mexico,MEX,"Coming up with emergency funds: somewhat possible, female (% age 15+) [w2]",WP14926.2.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.26842,..
Mexico,MEX,"Coming up with emergency funds: somewhat possible, male (% age 15+) [w2]",WP14926.2.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.93395,..
Mexico,MEX,"Coming up with emergency funds: very possible, female (% age 15+) [w2]",WP14926.1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.42732,..
Mexico,MEX,"Coming up with emergency funds: very possible, male (% age 15+) [w2]",WP14926.1.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.79906,..
